City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,2012,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"SUN, Yang",CHN,Men,200m freestyle,M,Silver
London,2012,Aquatics,Swimming,"SUN, Yang",CHN,Men,400m freestyle,M,Gold
London,2012,Aquatics,Swimming,"SUN, Yang",CHN,Men,1500m freestyle,M,Gold
London,2012,Aquatics,Swimming,"SUN, Yang",CHN,Men,4x200m freestyle relay,M,Bronze
London,2012,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,50m freestyle,W,Gold
London,2012,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,4x100m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,200m freestyle,M,Gold
London,2012,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,4x200m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"SONI, Rebecca",USA,Women,100m breaststroke,W,Silver
London,2012,Aquatics,Swimming,"SONI, Rebecca",USA,Women,200m breaststroke,W,Gold
London,2012,Aquatics,Swimming,"SONI, Rebecca",USA,Women,4x100m medley relay,W,Gold
London,2012,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,100m backstroke,M,Gold
London,2012,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,4x100m medley relay,M,Gold
London,2012,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,100m freestyle,M,Gold
London,2012,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,4x100m medley relay,M,Gold
London,2012,Gymnastics,Artistic G.,"RAISMAN, Alexandra",USA,Women,floor exercises,W,Gold
London,2012,Gymnastics,Artistic G.,"RAISMAN, Alexandra",USA,Women,balance beam,W,Bronze
London,2012,Gymnastics,Artistic G.,"RAISMAN, Alexandra",USA,Women,"team, horizontal bar",W,Gold
London,2012,Gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,floor exercises,M,Gold
London,2012,Gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,horizontal bar,M,Bronze
London,2012,Gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,"team, horizontal bar",M,Gold
London,2012,Athletics,Athletics,"RICHARDS,-ROSS Sanya",USA,Women,400m,W,Gold
London,2012,Athletics,Athletics,"RICHARDS,-ROSS Sanya",USA,Women,4x400m relay,W,Gold
London,2012,Tennis,Tennis,"WILLIAMS, Serena",USA,Women,singles,W,Gold
London,2012,Tennis,Tennis,"WILLIAMS, Serena",USA,Women,doubles,W,Gold
London,2012,Gymnastics,Artistic G.,"DOUGLAS, Gabrielle",USA,Women,individual all-round,W,Gold
London,2012,Gymnastics,Artistic G.,"DOUGLAS, Gabrielle",USA,Women,"team, horizontal bar",W,Gold
London,2012,Table Tennis,Table Tennis,"LI, Xiaoxia",CHN,Women,singles,W,Gold
London,2012,Table Tennis,Table Tennis,"LI, Xiaoxia",CHN,Women,team,W,Gold
London,2012,Badminton,Badminton,"ZHAO, Yunlei",CHN,Women,doubles,W,Gold
London,2012,Badminton,Badminton,"ZHAO, Yunlei",CHN,Unknown,doubles,X,Gold
London,2012,Cycling,Cycling Track,"HOY, Sir Chris",GBR,Men,Keirin,M,Gold
London,2012,Cycling,Cycling Track,"HOY, Sir Chris",GBR,Men,Team Sprint,M,Gold
London,2012,Cycling,Cycling Track,"KENNY, Jason",GBR,Men,Sprint indivual,M,Gold
London,2012,Cycling,Cycling Track,"KENNY, Jason",GBR,Men,Team Sprint,M,Gold
London,2012,Athletics,Athletics,"FARAH, Mo",GBR,Men,5000m team,M,Gold
London,2012,Athletics,Athletics,"FARAH, Mo",GBR,Men,10miles walk (16093m),M,Gold
London,2012,Equestrian,Dressage,"DUJARDIN, Charlotte",GBR,Unknown,individual,X,Gold
London,2012,Equestrian,Dressage,"DUJARDIN, Charlotte",GBR,Unknown,team,X,Gold
London,2012,Gymnastics,Artistic G.,"FENG, Zhe",CHN,Men,parallel bars,M,Gold
London,2012,Gymnastics,Artistic G.,"FENG, Zhe",CHN,Men,"team, horizontal bar",M,Gold
London,2012,Table Tennis,Table Tennis,"JIKE, Zhang",CHN,Men,singles,M,Gold
London,2012,Table Tennis,Table Tennis,"JIKE, Zhang",CHN,Men,team,M,Gold
London,2012,Aquatics,Diving,"MINXIA, Wu",CHN,Women,3m springboard,W,Gold
London,2012,Aquatics,Diving,"MINXIA, Wu",CHN,Women,3m springboard,W,Gold
London,2012,Aquatics,Diving,"RUOLIN, Chen",CHN,Women,10m platform,W,Gold
London,2012,Aquatics,Diving,"RUOLIN, Chen",CHN,Women,10m platform,W,Gold
London,2012,Aquatics,Swimming,"YE, Shiwen",CHN,Women,200m individual medley,W,Gold
London,2012,Aquatics,Swimming,"YE, Shiwen",CHN,Women,400m individual medley,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOZAK, Danuta",HUN,Women,K-1 500m (kayak single),W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOZAK, Danuta",HUN,Women,K-4 500m (kayak four),W,Gold
London,2012,Cycling,Cycling Track,"TROTT, Laura",GBR,Women,12-hour race,W,Gold
London,2012,Cycling,Cycling Track,"TROTT, Laura",GBR,Women,"1980 yards Pursuit, Team",W,Gold
London,2012,Equestrian,Eventing,"JUNG, Michael",GER,Unknown,individual,X,Gold
London,2012,Equestrian,Eventing,"JUNG, Michael",GER,Unknown,team,X,Gold
London,2012,Fencing,Fencing,"DI, FRANCISCA Elisa",ITA,Women,foil individual,W,Gold
London,2012,Fencing,Fencing,"DI, FRANCISCA Elisa",ITA,Women,foil team,W,Gold
London,2012,Archery,Archery,"KI, Bo Bae",KOR,Women,individual FITA round,W,Gold
London,2012,Archery,Archery,"KI, Bo Bae",KOR,Women,team round 60y,W,Gold
London,2012,Shooting,Shooting,"JIN, Jongoh",KOR,Men,50m pistol (60 shots),M,Gold
London,2012,Shooting,Shooting,"JIN, Jongoh",KOR,Men,10m air pistol (40 shots),M,Gold
London,2012,Aquatics,Swimming,"ISHCHENKO, Natalia",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"ISHCHENKO, Natalia",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"ROMASHINA, Svetlana",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"ROMASHINA, Svetlana",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,100m butterfly,W,Bronze
London,2012,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,200m individual medley,W,Silver
London,2012,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4x100m medley relay,W,Silver
London,2012,Gymnastics,Artistic G.,"UCHIMURA, Kohei",JPN,Men,floor exercises,M,Silver
London,2012,Gymnastics,Artistic G.,"UCHIMURA, Kohei",JPN,Men,individual all-round,M,Gold
London,2012,Gymnastics,Artistic G.,"UCHIMURA, Kohei",JPN,Men,"team, horizontal bar",M,Silver
London,2012,Athletics,Athletics,"FRASER,-PRYCE Shelly-Ann",JAM,Women,100m,W,Gold
London,2012,Athletics,Athletics,"FRASER,-PRYCE Shelly-Ann",JAM,Women,200m,W,Silver
London,2012,Athletics,Athletics,"FRASER,-PRYCE Shelly-Ann",JAM,Women,4x100m relay,W,Silver
London,2012,Athletics,Athletics,"BLAKE, Yohan",JAM,Men,100m,M,Silver
London,2012,Athletics,Athletics,"BLAKE, Yohan",JAM,Men,200m,M,Silver
London,2012,Athletics,Athletics,"BLAKE, Yohan",JAM,Men,4x100m relay,M,Gold
London,2012,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4x100m medley relay,W,Silver
London,2012,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4x100m medley relay,W,Silver
London,2012,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,100m backstroke,W,Silver
London,2012,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,4x100m medley relay,W,Silver
London,2012,Aquatics,Swimming,"JONES, Cullen",USA,Men,50m freestyle,M,Silver
London,2012,Aquatics,Swimming,"JONES, Cullen",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"JONES, Cullen",USA,Men,4x100m medley relay,M,Gold
London,2012,Gymnastics,Artistic G.,"MUSTAFINA, Aliya",RUS,Women,floor exercises,W,Bronze
London,2012,Gymnastics,Artistic G.,"MUSTAFINA, Aliya",RUS,Women,uneven bars,W,Gold
London,2012,Gymnastics,Artistic G.,"MUSTAFINA, Aliya",RUS,Women,individual all-round,W,Bronze
London,2012,Gymnastics,Artistic G.,"MUSTAFINA, Aliya",RUS,Women,"team, horizontal bar",W,Silver
London,2012,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,200m freestyle,W,Silver
London,2012,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,400m freestyle,W,Gold
London,2012,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,4x200m freestyle relay,W,Bronze
London,2012,Athletics,Athletics,"JETER, Carmelita",USA,Women,100m,W,Silver
London,2012,Athletics,Athletics,"JETER, Carmelita",USA,Women,200m,W,Bronze
London,2012,Athletics,Athletics,"JETER, Carmelita",USA,Women,4x100m relay,W,Gold
London,2012,Aquatics,Swimming,"THOMAN, Nick",USA,Men,100m backstroke,M,Silver
London,2012,Aquatics,Swimming,"THOMAN, Nick",USA,Men,4x100m medley relay,M,Gold
London,2012,Tennis,Tennis,"MURRAY, Andy",GBR,Men,singles,M,Gold
London,2012,Tennis,Tennis,"MURRAY, Andy",GBR,Unknown,mixed doubles,X,Silver
London,2012,Cycling,Cycling Track,"PENDLETON, Victoria",GBR,Women,Sprint indivual,W,Silver
London,2012,Cycling,Cycling Track,"PENDLETON, Victoria",GBR,Women,Keirin,W,Gold
London,2012,Table Tennis,Table Tennis,"NING, Ding",CHN,Women,singles,W,Silver
London,2012,Table Tennis,Table Tennis,"NING, Ding",CHN,Women,team,W,Gold
London,2012,Aquatics,Swimming,"STRAVIUS, Jeremy",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"STRAVIUS, Jeremy",FRA,Men,4x200m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"BERENS, Ricky",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"BERENS, Ricky",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Gymnastics,Artistic G.,"MARONEY, Mc Kayla",USA,Women,vault,W,Silver
London,2012,Gymnastics,Artistic G.,"MARONEY, Mc Kayla",USA,Women,"team, horizontal bar",W,Gold
London,2012,Athletics,Athletics,"ANTYUKH, Natalya",RUS,Women,400m hurdles,W,Gold
London,2012,Athletics,Athletics,"ANTYUKH, Natalya",RUS,Women,4x400m relay,W,Silver
London,2012,Aquatics,Swimming,"LE CLOS, Chad",RSA,Men,100m butterfly,M,Silver
London,2012,Aquatics,Swimming,"LE CLOS, Chad",RSA,Men,200m butterfly,M,Gold
London,2012,Aquatics,Diving,"ZAKHAROV, Ilya",RUS,Men,3m springboard,M,Gold
London,2012,Aquatics,Diving,"ZAKHAROV, Ilya",RUS,Men,3m springboard,M,Silver
London,2012,Shooting,Shooting,"CAMPRIANI, Niccolo",ITA,Men,10m air rifle (40 shots),M,Silver
London,2012,Shooting,Shooting,"CAMPRIANI, Niccolo",ITA,Men,50m rifle 3 positions (3x40 shots),M,Gold
London,2012,Fencing,Fencing,"ERRIGO, Arianna",ITA,Women,foil individual,W,Silver
London,2012,Fencing,Fencing,"ERRIGO, Arianna",ITA,Women,foil team,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"DIETZE, Tina",GER,Women,K-2 500m (kayak double),W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"DIETZE, Tina",GER,Women,K-4 500m (kayak four),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"WEBER, Franziska",GER,Women,K-2 500m (kayak double),W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"WEBER, Franziska",GER,Women,K-4 500m (kayak four),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-2 500m (kayak double),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-4 500m (kayak four),W,Gold
London,2012,Aquatics,Diving,"ZI, He",CHN,Women,3m springboard,W,Silver
London,2012,Aquatics,Diving,"ZI, He",CHN,Women,3m springboard,W,Gold
London,2012,Table Tennis,Table Tennis,"WANG, Hao",CHN,Men,singles,M,Silver
London,2012,Table Tennis,Table Tennis,"WANG, Hao",CHN,Men,team,M,Gold
London,2012,Aquatics,Swimming,"LEFERT, Clement",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"LEFERT, Clement",FRA,Men,4x200m freestyle relay,M,Silver
London,2012,Aquatics,Swimming,"LEVEAUX, Amaury",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"LEVEAUX, Amaury",FRA,Men,4x200m freestyle relay,M,Silver
London,2012,Aquatics,Diving,"KAI, Qin",CHN,Men,3m springboard,M,Silver
London,2012,Aquatics,Diving,"KAI, Qin",CHN,Men,3m springboard,M,Gold
London,2012,Gymnastics,Artistic G.,"CHEN, Yibing",CHN,Men,rings,M,Silver
London,2012,Gymnastics,Artistic G.,"CHEN, Yibing",CHN,Men,"team, horizontal bar",M,Gold
London,2012,Athletics,Athletics,"DIBABA, Tirunesh",ETH,Women,5000m team,W,Bronze
London,2012,Athletics,Athletics,"DIBABA, Tirunesh",ETH,Women,10miles walk (16093m),W,Gold
London,2012,Equestrian,Dressage,"BECHTOLSHEIMER, Laura",GBR,Unknown,individual,X,Bronze
London,2012,Equestrian,Dressage,"BECHTOLSHEIMER, Laura",GBR,Unknown,team,X,Gold
London,2012,Equestrian,Eventing,"AUFFARTH, Sandra",GER,Unknown,individual,X,Bronze
London,2012,Equestrian,Eventing,"AUFFARTH, Sandra",GER,Unknown,team,X,Gold
London,2012,Fencing,Fencing,"VEZZALI, Valentina",ITA,Women,foil individual,W,Bronze
London,2012,Fencing,Fencing,"VEZZALI, Valentina",ITA,Women,foil team,W,Gold
London,2012,Archery,Archery,"OH, Jin Hyek",KOR,Men,individual FITA round,M,Gold
London,2012,Archery,Archery,"OH, Jin Hyek",KOR,Men,team round 60y,M,Bronze
London,2012,Gymnastics,Artistic G.,"IZBASA, Sandra Raluca",ROU,Women,vault,W,Gold
London,2012,Gymnastics,Artistic G.,"IZBASA, Sandra Raluca",ROU,Women,"team, horizontal bar",W,Bronze
London,2012,Aquatics,Diving,"BOUDIA, David",USA,Men,10m platform,M,Gold
London,2012,Aquatics,Diving,"BOUDIA, David",USA,Men,10m platform,M,Bronze
London,2012,Tennis,Tennis,"BRYAN, Mike",USA,Men,doubles,M,Gold
London,2012,Tennis,Tennis,"BRYAN, Mike",USA,Unknown,mixed doubles,X,Bronze
London,2012,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,100m breaststroke,M,Bronze
London,2012,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,4x100m medley relay,M,Gold
London,2012,Aquatics,Swimming,"HARDY, Jessica",USA,Women,4x100m freestyle relay,W,Bronze
London,2012,Aquatics,Swimming,"HARDY, Jessica",USA,Women,4x100m medley relay,W,Gold
London,2012,Cycling,Cycling Track,"CLANCY, Ed",GBR,Men,12-hour race,M,Bronze
London,2012,Cycling,Cycling Track,"CLANCY, Ed",GBR,Men,"1980 yards Pursuit, Team",M,Gold
London,2012,Fencing,Fencing,"SUN, Yujie",CHN,Women,foil individual,W,Bronze
London,2012,Fencing,Fencing,"SUN, Yujie",CHN,Women,foil team,W,Gold
London,2012,Cycling,Cycling Track,"MEARES, Anna",AUS,Women,Sprint indivual,W,Gold
London,2012,Cycling,Cycling Track,"MEARES, Anna",AUS,Women,Team Sprint,W,Bronze
London,2012,Tennis,Tennis,"AZARENKA, Victoria",BLR,Women,singles,W,Bronze
London,2012,Tennis,Tennis,"AZARENKA, Victoria",BLR,Unknown,mixed doubles,X,Gold
London,2012,Aquatics,Swimming,"MELLOULI, Oussama",TUN,Men,1500m freestyle,M,Bronze
London,2012,Aquatics,Swimming,"MELLOULI, Oussama",TUN,Men,marathon 10km,M,Gold
London,2012,Athletics,Athletics,"TROTTER, DeeDee",USA,Women,400m,W,Bronze
London,2012,Athletics,Athletics,"TROTTER, DeeDee",USA,Women,4x400m relay,W,Gold
London,2012,Judo,Judo,"ISAEV, Mansur",RUS,Men,66 - 73kg (lightweight),M,Gold
London,2012,Wrestling,Wrestling Gre-R,"GALSTYAN, Arsen",RUS,Men,- 60kg (featherweight),M,Gold
London,2012,Judo,Judo,"KHAIBULAEV, Tagir",RUS,Men,90 - 100kg (half-heavyweight),M,Gold
London,2012,Wrestling,Wrestling Free.,"VOROBIEVA, Natalia",RUS,Women,66 - 72kg (welterweight),W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"POSTRIGAY, Yury",RUS,Men,C-2 1000m (canoe double),M,Gold
London,2012,Wrestling,Wrestling Gre-R,"VLASOV, Roman",RUS,Men,68 - 74kg (welterweight),M,Gold
London,2012,Wrestling,Wrestling Free.,"OTARSULTANOV, Dzhamal",RUS,Men,- 55kg,M,Gold
London,2012,Gymnastics,Rhythmic G.,"BLIZNYUK, Anastasia",RUS,Women,group competition,W,Gold
London,2012,Gymnastics,Rhythmic G.,"DONSKOVA, Uliana",RUS,Women,group competition,W,Gold
London,2012,Gymnastics,Rhythmic G.,"DUDKINA, Ksenia",RUS,Women,group competition,W,Gold
London,2012,Gymnastics,Rhythmic G.,"KANAEVA, Evgeniya",RUS,Women,individual all-round,W,Gold
London,2012,Volleyball,Volleyball,"APALIKOV, Nikolay",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"BEREZHKO, Yury",RUS,Men,volleyball,M,Gold
London,2012,Gymnastics,Rhythmic G.,"MAKARENKO, Alina",RUS,Women,group competition,W,Gold
London,2012,Volleyball,Volleyball,"BUTKO, Alexander",RUS,Men,volleyball,M,Gold
London,2012,Gymnastics,Rhythmic G.,"NAZARENKO, Anastasia",RUS,Women,group competition,W,Gold
London,2012,Volleyball,Volleyball,"VOLKOV, Alexander",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"GRANKIN, Sergey",RUS,Men,volleyball,M,Gold
London,2012,Gymnastics,Rhythmic G.,"SEVASTYANOVA, Karolina",RUS,Women,group competition,W,Gold
London,2012,Volleyball,Volleyball,"ILINYKH, Dmitriy",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"MIKHAYLOV, Maxim",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"MUSERSKIY, Dmitriy",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"OBMOCHAEV, Alexey",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"SOKOLOV, Alexander",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"TETYUKHIN, Sergey",RUS,Men,volleyball,M,Gold
London,2012,Volleyball,Volleyball,"KHTEY, Taras",RUS,Men,volleyball,M,Gold
London,2012,Boxing,Boxing,"MEKHONTCEV, Egor",RUS,Men,75 - 81kg (light-heavyweight),M,Gold
London,2012,Wrestling,Wrestling Gre-R,"KHUGAEV, Alan",RUS,Men,74 - 84kg,M,Gold
London,2012,Athletics,Athletics,"ZARIPOVA, Yuliya",RUS,Women,3000m steeplechase,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"DYACHENKO, Alexander",RUS,Men,C-2 1000m (canoe double),M,Gold
London,2012,Athletics,Athletics,"UKHOV, Ivan",RUS,Men,high jump,M,Gold
London,2012,Athletics,Athletics,"CHICHEROVA, Anna",RUS,Women,high jump,W,Gold
London,2012,Athletics,Athletics,"LYSENKO, Tatyana",RUS,Women,hammer throw,W,Gold
London,2012,Athletics,Athletics,"KIRDYAPKIN, Sergey",RUS,Men,50km walk,M,Gold
London,2012,Athletics,Athletics,"LASHMANOVA, Elena",RUS,Women,20km walk,W,Gold
London,2012,Athletics,Athletics,"SAVINOVA, Mariya",RUS,Women,800m,W,Gold
London,2012,Aquatics,Swimming,"TIMANINA, Anzhelika",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"KHASYANOVA, Elvira",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"SHISHKINA, Alla",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"KOROBOVA, Daria",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"PATSKEVICH, Alexandra",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"GROMOVA, Maria",RUS,Women,100m freestyle,W,Gold
London,2012,Aquatics,Swimming,"DAVYDOVA, Anastasia",RUS,Women,100m freestyle,W,Gold
London,2012,Shooting,Shooting,"MOLDOVEANU, Alin George",ROU,Men,10m air rifle (40 shots),M,Gold
London,2012,Aquatics,Swimming,"VAN DER BURGH, Cameron",RSA,Men,100m breaststroke,M,Gold
London,2012,Rowing,Rowing,"THOMPSON, James",RSA,Men,lightweight coxless four (4-),M,Gold
London,2012,Rowing,Rowing,"SMITH, John",RSA,Men,lightweight coxless four (4-),M,Gold
London,2012,Rowing,Rowing,"NDLOVU, Sizwe",RSA,Men,lightweight coxless four (4-),M,Gold
London,2012,Rowing,Rowing,"BRITTAIN, Matthew",RSA,Men,lightweight coxless four (4-),M,Gold
London,2012,Handball,Handball,"SULLAND, Linn Jorum",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"JOHANSEN, Kari Mette",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"GRIMSBO, Kari Aalvik",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"FRAFJORD, Marit Malm",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"KURTOVIC, Amanda",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"HARALDSEN, Katrine Lunde",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"HERREM, Camilla",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"ALSTAD, Ida",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"NOSTVOLD, Tonje",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"LOKE, Heidi",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"SNORROEGGEN, Goril",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"KOREN, Linn-Kristin",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"BREIVANG, Karoline Dyhre",NOR,Women,handball,W,Gold
London,2012,Handball,Handball,"LUNDE,-BORGERSEN Kristine",NOR,Women,handball,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"LARSEN, Eirik Veras",NOR,Men,C-1 1000m (canoe single),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"CARRINGTON, Lisa",NZL,Women,C-1 1000m (canoe single),W,Gold
London,2012,Sailing,Sailing,"ALEH, Jo",NZL,Women,470 - Two Person Dinghy,W,Gold
London,2012,Rowing,Rowing,"BOND, Hamish",NZL,Men,pair-oared shell with coxswain (2+),M,Gold
London,2012,Rowing,Rowing,"COHEN, Nathan",NZL,Men,double sculls (2x),M,Gold
London,2012,Rowing,Rowing,"DRYSDALE, Mahe",NZL,Men,single sculls (1x),M,Gold
London,2012,Sailing,Sailing,"POWRIE, Olivia",NZL,Women,470 - Two Person Dinghy,W,Gold
London,2012,Rowing,Rowing,"MURRAY, Eric",NZL,Men,pair-oared shell with coxswain (2+),M,Gold
London,2012,Athletics,Athletics,"ADAMS, Valerie",NZL,Women,shot put,W,Gold
London,2012,Rowing,Rowing,"SULLIVAN, Joseph",NZL,Men,double sculls (2x),M,Gold
London,2012,Athletics,Athletics,"MAJEWSKI, Tomasz",POL,Men,shot put,M,Gold
London,2012,Weightlifting,Weightlifting,"ZIELINSKI, Adrian Edward",POL,Men,85kg,M,Gold
London,2012,Judo,Judo,"AN, Kum Ae",PRK,Women,48 - 52kg (half-lightweight),W,Gold
London,2012,Weightlifting,Weightlifting,"OM, Yun Chol",PRK,Men,"- 56kg, total (bantamweight)",M,Gold
London,2012,Weightlifting,Weightlifting,"KIM, Un Guk",PRK,Men,62kg,M,Gold
London,2012,Weightlifting,Weightlifting,"RIM, Jong Sim",PRK,Women,69kg,W,Gold
London,2012,Athletics,Athletics,"KEMBOI, Ezekiel",KEN,Men,3000m steeplechase,M,Gold
London,2012,Athletics,Athletics,"RUDISHA, David Lekuta",KEN,Men,800m,M,Gold
London,2012,Athletics,Athletics,"RYPAKOVA, Olga",KAZ,Women,triple jump,W,Gold
London,2012,Weightlifting,Weightlifting,"ILYIN, Ilya",KAZ,Men,94kg,M,Gold
London,2012,Weightlifting,Weightlifting,"CHINSHANLO, Zulfiya",KAZ,Women,53kg,W,Gold
London,2012,Weightlifting,Weightlifting,"MANEZA, Maiya",KAZ,Women,63kg,W,Gold
London,2012,Weightlifting,Weightlifting,"PODOBEDOVA, Svetlana",KAZ,Women,"67.5 - 75kg, one-two hand 3 events (middleweight)",W,Gold
London,2012,Cycling,Cycling Road,"VINOKUROV, Alexandr",KAZ,Men,individual road race,M,Gold
London,2012,Judo,Judo,"SONG, Dae-Nam",KOR,Men,81 - 90kg (middleweight),M,Gold
London,2012,Fencing,Fencing,"KIM, Jiyeon",KOR,Women,sabre individual,W,Gold
London,2012,Archery,Archery,"LEE, Sung Jin",KOR,Women,team round 60y,W,Gold
London,2012,Shooting,Shooting,"KIM, Jangmi",KOR,Women,25m army pistol,W,Gold
London,2012,Archery,Archery,"CHOI, Hyeonju",KOR,Women,team round 60y,W,Gold
London,2012,Fencing,Fencing,"GU, Bongil",KOR,Men,sabre team,M,Gold
London,2012,Fencing,Fencing,"KIM, Junghwan",KOR,Men,sabre team,M,Gold
London,2012,Fencing,Fencing,"OH, Eunseok",KOR,Men,sabre team,M,Gold
London,2012,Fencing,Fencing,"WON, Woo Young",KOR,Men,sabre team,M,Gold
London,2012,Boxing,Boxing,"SAPIYEV, Serik",KAZ,Men,61.24 - 65.77kg (welterweight),M,Gold
London,2012,Fencing,Fencing,"ASPROMONTE, Valerio",ITA,Men,foil team,M,Gold
London,2012,Fencing,Fencing,"AVOLA, Giorgio",ITA,Men,foil team,M,Gold
