City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,2012,Archery,Archery,"FURUKAWA, Takaharu",JPN,Men,individual FITA round,M,Silver
London,2012,Fencing,Fencing,"OTA, Yuki",JPN,Men,foil team,M,Silver
London,2012,Fencing,Fencing,"CHIDA, Kenta",JPN,Men,foil team,M,Silver
London,2012,Fencing,Fencing,"AWAJI, Suguru",JPN,Men,foil team,M,Silver
London,2012,Fencing,Fencing,"MIYAKE, Ryo",JPN,Men,foil team,M,Silver
London,2012,Table Tennis,Table Tennis,"ISHIKAWA, Kasumi",JPN,Women,team,W,Silver
London,2012,Table Tennis,Table Tennis,"FUKUHARA, Ai",JPN,Women,team,W,Silver
London,2012,Table Tennis,Table Tennis,"HIRANO, Sayaka",JPN,Women,team,W,Silver
London,2012,Badminton,Badminton,"FUJII, Mizuki",JPN,Women,doubles,W,Silver
London,2012,Badminton,Badminton,"KAKIIWA, Reika",JPN,Women,doubles,W,Silver
London,2012,Weightlifting,Weightlifting,"MIYAKE, Hiromi",JPN,Women,48kg,W,Silver
London,2012,Athletics,Athletics,"SIMPSON, Sherone",JAM,Women,4x100m relay,W,Silver
London,2012,Athletics,Athletics,"STEWART, Kerron",JAM,Women,4x100m relay,W,Silver
London,2012,Hockey,Hockey,"WEUSTHOF, Roderick",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"DE WIJN, Sander",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"DE, NOOIJER Teun",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"STOCKMANN, Jaap",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"VERGA, Valentin",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"VERMEULEN, Klaas",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"DE VOOGD, Bob",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"VAN DER WEERDEN, Mink",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"KEMPERMAN, Robbert",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"EVERS, Floris",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"VAN DER HORST, Robert",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"JENNISKENS, Tim",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"JOLIE, Wouter",NED,Men,hockey,M,Silver
London,2012,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Athletics,Athletics,"BARRETT, Brigetta",USA,Women,high jump,W,Silver
London,2012,Volleyball,Volleyball,"DAVIS, Nicole",USA,Women,volleyball,W,Silver
London,2012,Athletics,Athletics,"KYNARD, Erik",USA,Men,high jump,M,Silver
London,2012,Volleyball,Volleyball,"LARSON, Jordan",USA,Women,volleyball,W,Silver
London,2012,Aquatics,Diving,"JOHNSTON, Abigail",USA,Women,3m springboard,W,Silver
London,2012,Volleyball,Beach volley.,"ROSS, April",USA,Women,beach volleyball,W,Silver
London,2012,Volleyball,Beach volley.,"KESSY, Jennifer",USA,Women,beach volleyball,W,Silver
London,2012,Athletics,Athletics,"HARPER, Dawn",USA,Women,100m hurdles,W,Silver
London,2012,Athletics,Athletics,"PATTON, Darvis",USA,Men,4x100m relay,M,Silver
London,2012,Archery,Archery,"ELLISON, Brady",USA,Men,team round 60y,M,Silver
London,2012,Volleyball,Volleyball,"THOMPSON, Courtney",USA,Women,volleyball,W,Silver
London,2012,Athletics,Athletics,"DEMUS, Lashinda",USA,Women,400m hurdles,W,Silver
London,2012,Athletics,Athletics,"MANZANO, Leonel",USA,Men,1500m,M,Silver
London,2012,Athletics,Athletics,"BAILEY, Ryan",USA,Men,4x100m relay,M,Silver
London,2012,Volleyball,Volleyball,"MIYASHIRO, Tamari",USA,Women,volleyball,W,Silver
London,2012,Archery,Archery,"WUKIE, Jacob",USA,Men,team round 60y,M,Silver
London,2012,Boxing,Boxing,"PONGPRAYOON, Kaeo",THA,Men,- 48kg (light-flyweight),M,Silver
London,2012,Weightlifting,Weightlifting,"HSU, Shu-Ching",TPE,Women,53kg,W,Silver
London,2012,Weightlifting,Weightlifting,"SIRIKAEW, Pimsiri",THA,Women,58kg,W,Silver
London,2012,Shooting,Shooting,"STEFECEKOVA, Zuzana",SVK,Women,trap (125 targets),W,Silver
London,2012,Athletics,Athletics,"NORDEN, Lisa",SWE,Women,triathlon (long jump / shot put / 100 yards),W,Silver
London,2012,Equestrian,Eventing,"ALGOTSSON, OSTHOLT Sara",SWE,Unknown,individual,X,Silver
London,2012,Shooting,Shooting,"DAHLBY, Hakan",SWE,Men,double trap (120 targets),M,Silver
London,2012,Handball,Handball,"ZAKRISSON, Mattias",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"SJOSTRAND, Johan",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"PETERSEN, Fredrik",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"NILSSON, Andreas",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"LARHOLM, Jonas",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"KALLMAN, Jonas",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"KARLSSON, Tobias",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"JERNEMYR, Magnus",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"JAKOBSSON, Johan",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"GUSTAFSSON, Mattias",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"EKBERG, Niclas",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"DODER, Dalibor",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"ANDERSSON, Mattias",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"ANDERSSON, Kim",SWE,Men,handball,M,Silver
London,2012,Handball,Handball,"EKDAHL, du RIETZ Kim",SWE,Men,handball,M,Silver
London,2012,Cycling,Mountain Bike,"SCHURTER, Nino",SUI,Men,cross-country,M,Silver
London,2012,Shooting,Shooting,"MAKSIMOVIC, Ivana",SRB,Women,50m rifle 3 positions (3x40 shots),W,Silver
London,2012,Wrestling,Wrestling Free.,"ANDRIITSEV, Valerii",UKR,Men,84 - 96kg,M,Silver
London,2012,Tennis,Tennis,"FEDERER, Roger",SUI,Men,singles,M,Silver
London,2012,Athletics,Athletics,"BULUT, Gamze",TUR,Women,1500m,W,Silver
London,2012,Athletics,Athletics,"KOZMUS, Primoz",SLO,Men,hammer throw,M,Silver
London,2012,Taekwondo,Taekwondo,"TATAR, Nur",TUR,Women,57 - 67 kg,W,Silver
London,2012,Athletics,Athletics,"GHRIBI, Habiba",TUN,Women,3000m steeplechase,W,Silver
London,2012,Athletics,Athletics,"PYATNYTSYA, Oleksandr",UKR,Men,javelin throw,M,Silver
London,2012,Boxing,Boxing,"BERINCHYK, Denys",UKR,Men,60 - 63.5kg (light-welterweight),M,Silver
London,2012,Athletics,Athletics,"MANCE, Joshua",USA,Men,4x400m relay,M,Silver
London,2012,Athletics,Athletics,"TAYLOR, Angelo",USA,Men,4x400m relay,M,Silver
London,2012,Athletics,Athletics,"KIMMONS, Trell",USA,Men,4x100m relay,M,Silver
London,2012,Aquatics,Swimming,"ANDERSON, Haley",USA,Women,marathon 10km,W,Silver
London,2012,Athletics,Athletics,"GAY, Tyson",USA,Men,4x100m relay,M,Silver
London,2012,Archery,Archery,"KAMINSKI, Jake",USA,Men,team round 60y,M,Silver
London,2012,Athletics,Athletics,"MITCHELL, Manteo",USA,Men,4x400m relay,M,Silver
London,2012,Athletics,Athletics,"NELLUM, Bryshon",USA,Men,4x400m relay,M,Silver
London,2012,Athletics,Athletics,"RUPP, Galen",USA,Men,10miles walk (16093m),M,Silver
London,2012,Volleyball,Volleyball,"AKINRADEWO, Foluke",USA,Women,volleyball,W,Silver
London,2012,Volleyball,Volleyball,"SCOTT,-ARRUDA Danielle",USA,Women,volleyball,W,Silver
London,2012,Aquatics,Diving,"BRYANT, Kelci",USA,Women,3m springboard,W,Silver
London,2012,Cycling,Cycling Track,"REED, Jennie",USA,Women,"1980 yards Pursuit, Team",W,Silver
London,2012,Athletics,Athletics,"RICHARDSON, Jason",USA,Men,110m hurdles,M,Silver
London,2012,Athletics,Athletics,"HARDEE, Trey",USA,Unknown,decathlon,X,Silver
London,2012,Cycling,Cycling Track,"BAUSCH, Dotsie",USA,Women,"1980 yards Pursuit, Team",W,Silver
London,2012,Aquatics,Swimming,"FEIGEN, James",USA,Men,4x100m freestyle relay,M,Silver
London,2012,Volleyball,Volleyball,"HANEEF,-PARK Tayyiba",USA,Women,volleyball,W,Silver
London,2012,Cycling,Cycling Track,"TAMAYO, Lauren",USA,Women,"1980 yards Pursuit, Team",W,Silver
London,2012,Volleyball,Volleyball,"HOOKER, Destinee",USA,Women,volleyball,W,Silver
London,2012,Volleyball,Volleyball,"BERG, Lindsey",USA,Women,volleyball,W,Silver
London,2012,Volleyball,Volleyball,"HODGE, Megan",USA,Women,volleyball,W,Silver
London,2012,Volleyball,Volleyball,"HARMOTTO, Christa",USA,Women,volleyball,W,Silver
London,2012,Athletics,Athletics,"DEMPS, Jeffery",USA,Men,4x100m relay,M,Silver
London,2012,Athletics,Athletics,"M,cQUAY Tony",USA,Men,4x400m relay,M,Silver
London,2012,Aquatics,Swimming,"EVANS, Blair",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"JONES, Leisel",AUS,Women,4x100m medley relay,W,Silver
London,2012,Athletics,Athletics,"TINSLEY, Michael",USA,Men,400m hurdles,M,Silver
London,2012,Volleyball,Volleyball,"TOM, Logan",USA,Women,volleyball,W,Silver
London,2012,Badminton,Badminton,"XU, Chen",CHN,Unknown,doubles,X,Silver
London,2012,Aquatics,Swimming,"NEILSEN, Jade",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"PALMER, Kylie",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Cycling,Cycling Track,"GONG, Jinjie",CHN,Women,Team Sprint,W,Silver
London,2012,Badminton,Badminton,"YIHAN, Wang",CHN,Women,singles,W,Silver
London,2012,Gymnastics,Trampoline,"HUANG, Shanshan",CHN,Women,individual,W,Silver
London,2012,Shooting,Shooting,"COX, Lionel",BEL,Men,50m rifle prone (60 shots),M,Silver
London,2012,Badminton,Badminton,"MA, Jin",CHN,Unknown,doubles,X,Silver
London,2012,Modern Pentathlon,Modern Pentath.,"CAO, Zhongrong",CHN,Men,Individual competition,M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"PIATRUSHENKA, Raman",BLR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"MAKHNEU, Vadzim",BLR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"BAHDANOVICH, Aliaksandr",BLR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"BAHDANOVICH, Andrei",BLR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Gymnastics,Rhythmic G.,"TUMILOVICH, Alina",BLR,Women,group competition,W,Silver
London,2012,Gymnastics,Rhythmic G.,"LESHCHYK, Nataliya",BLR,Women,group competition,W,Silver
London,2012,Gymnastics,Rhythmic G.,"HANCHAROVA, Maryna",BLR,Women,group competition,W,Silver
London,2012,Gymnastics,Rhythmic G.,"SANKOVICH, Kseniya",BLR,Women,group competition,W,Silver
London,2012,Gymnastics,Rhythmic G.,"IVANKOVA, Anastasiya",BLR,Women,group competition,W,Silver
London,2012,Gymnastics,Rhythmic G.,"NARKEVICH, Aliaksandra",BLR,Women,group competition,W,Silver
London,2012,Wrestling,Wrestling Free.,"STADNYK, Mariya",AZE,Women,- 48kg (light-flyweight),W,Silver
London,2012,Wrestling,Wrestling Gre-R,"BAYRAMOV, Rovshan",AZE,Men,- 55kg,M,Silver
London,2012,Taekwondo,Taekwondo,"YAGUE, ENRIQUE Brigitte",ESP,Women,- 49 kg,W,Silver
London,2012,Athletics,Athletics,"SANTOS, Luguelin",DOM,Men,400m,M,Silver
London,2012,Badminton,Badminton,"MOGENSEN, Carsten",DEN,Men,doubles,M,Silver
London,2012,Taekwondo,Taekwondo,"GARCIA, HEMME Nicolas",ESP,Men,68 - 80 kg,M,Silver
London,2012,Fencing,Fencing,"ABOUELKASSEM, Alaaeldin",EGY,Men,foil individual,M,Silver
London,2012,Wrestling,Wrestling Gre-R,"EBRAHIM, Karam Mohamed Gaber",EGY,Men,74 - 84kg,M,Silver
London,2012,Athletics,Athletics,"GOMEZ, Javier",ESP,Men,triathlon (long jump / shot put / 100 yards),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"HRADILEK, Vavrinec",CZE,Men,C-1 1000m (canoe single),M,Silver
London,2012,Badminton,Badminton,"BOE, Mathias",DEN,Men,doubles,M,Silver
London,2012,Sailing,Sailing,"HOGH,-CHRISTENSEN Jonas",DEN,Men,single-handed dinghy (Finn),M,Silver
London,2012,Shooting,Shooting,"GOLDING, Anders",DEN,Men,skeet (125 targets),M,Silver
London,2012,Rowing,Rowing,"ERICHSEN, Fie Udby",DEN,Women,single sculls (1x),W,Silver
London,2012,Rowing,Rowing,"SYNEK, Ondrej",CZE,Men,single sculls (1x),M,Silver
London,2012,Sailing,Sailing,"KONTIDES, Pavlos",CYP,Men,single-handed dinghy open (Laser),M,Silver
London,2012,Tennis,Tennis,"HLAVACKOVA, Andrea",CZE,Women,doubles,W,Silver
London,2012,Tennis,Tennis,"HRADECKA, Lucie",CZE,Women,doubles,W,Silver
London,2012,Athletics,Athletics,"SILVA, Yarisley",CUB,Women,pole vault,W,Silver
London,2012,Judo,Judo,"GONZALEZ, Asley",CUB,Men,81 - 90kg (middleweight),M,Silver
London,2012,Rowing,Rowing,"SAIN, David",CRO,Men,quadruple sculls with coxswain (4x),M,Silver
London,2012,Judo,Judo,"BERMOY, ACOSTA Yanet",CUB,Women,48 - 52kg (half-lightweight),W,Silver
London,2012,Athletics,Athletics,"IBARGUEN, Caterine",COL,Women,triple jump,W,Silver
London,2012,Rowing,Rowing,"M,cCABE Conlin",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Wrestling,Wrestling Free.,"JING, Ruixue",CHN,Women,57 - 63kg (featherweight),W,Silver
London,2012,Cycling,Cycling Road,"URAN, URAN Rigoberto",COL,Men,individual road race,M,Silver
London,2012,Weightlifting,Weightlifting,"FIGUEROA, MOSQUERA Oscar Albeiro",COL,Men,62kg,M,Silver
London,2012,Rowing,Rowing,"SINKOVIC, Martin",CRO,Men,quadruple sculls with coxswain (4x),M,Silver
London,2012,Rowing,Rowing,"SINKOVIC, Valent",CRO,Men,quadruple sculls with coxswain (4x),M,Silver
London,2012,Rowing,Rowing,"MARTIN, Damir",CRO,Men,quadruple sculls with coxswain (4x),M,Silver
London,2012,Judo,Judo,"XU, Lili",CHN,Women,- 63kg (lightweight),W,Silver
London,2012,Aquatics,Diving,"BROBEN, Brittany",AUS,Women,10m platform,W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"FOX, Jessica",AUS,Women,C-1 1000m (canoe single),W,Silver
London,2012,Athletics,Athletics,"TALLENT, Jared",AUS,Men,50km walk,M,Silver
London,2012,Athletics,Athletics,"WATT, Mitchell",AUS,Men,long jump,M,Silver
London,2012,Wrestling,Wrestling Gre-R,"JULFALAKYAN, Arsen",ARM,Men,68 - 74kg (welterweight),M,Silver
London,2012,Aquatics,Swimming,"TERAKAWA, Aya",JPN,Women,100m backstroke,W,Bronze
London,2012,Aquatics,Swimming,"TERAKAWA, Aya",JPN,Women,4x100m medley relay,W,Bronze
London,2012,Cycling,Cycling Road,"ZABELINSKAYA, Olga",RUS,Women,individual time trial,W,Bronze
London,2012,Cycling,Cycling Road,"ZABELINSKAYA, Olga",RUS,Women,individual road race,W,Bronze
London,2012,Aquatics,Swimming,"ADLINGTON, Rebecca",GBR,Women,400m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"ADLINGTON, Rebecca",GBR,Women,800m freestyle,W,Bronze
London,2012,Gymnastics,Artistic G.,"WHITLOCK, Max",GBR,Men,pommel horse,M,Bronze
London,2012,Gymnastics,Artistic G.,"WHITLOCK, Max",GBR,Men,"team, horizontal bar",M,Bronze
London,2012,Table Tennis,Table Tennis,"OVTCHAROV, Dimitrij",GER,Men,singles,M,Bronze
London,2012,Table Tennis,Table Tennis,"OVTCHAROV, Dimitrij",GER,Men,team,M,Bronze
London,2012,Shooting,Shooting,"KOSTEVYCH, Olena",UKR,Women,10m air pistol (40 shots),W,Bronze
London,2012,Shooting,Shooting,"KOSTEVYCH, Olena",UKR,Women,25m army pistol,W,Bronze
London,2012,Athletics,Athletics,"GORDON, Lalonde",TRI,Men,400m,M,Bronze
London,2012,Athletics,Athletics,"GORDON, Lalonde",TRI,Men,4x400m relay,M,Bronze
London,2012,Table Tennis,Table Tennis,"TIANWEI, Feng",SIN,Women,singles,W,Bronze
London,2012,Table Tennis,Table Tennis,"TIANWEI, Feng",SIN,Women,team,W,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"HARTLEY, Bridgitte",RSA,Women,K-1 500m (kayak single),W,Bronze
London,2012,Judo,Judo,"NIFONTOV, Ivan",RUS,Men,73 - 81kg (half-middleweight),M,Bronze
London,2012,Fencing,Fencing,"KOVALEV, Nikolay",RUS,Men,sabre individual,M,Bronze
London,2012,Wrestling,Wrestling Free.,"VOLOSOVA, Lubov",RUS,Women,57 - 63kg (featherweight),W,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOROVASHKOV, Alexey",RUS,Men,C-2 1000m (canoe double),M,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"PERVUKHIN, Ilya",RUS,Men,C-2 1000m (canoe double),M,Bronze
London,2012,Wrestling,Wrestling Free.,"MAKHOV, Bilyal",RUS,Men,96 - 120kg,M,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"SHTYL,' Ivan",RUS,Men,C-1 1000m (canoe single),M,Bronze
London,2012,Basketball,Basketball,"ANTONOV, Semen",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"VORONOV, Evgeny",RUS,Men,basketball,M,Bronze
London,2012,Shooting,Shooting,"MOSIN, Vasily",RUS,Men,double trap (120 targets),M,Bronze
London,2012,Basketball,Basketball,"KARASEV, Sergey",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"KAUN, Sasha",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"KIRILENKO, Andrei",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"MOZGOV, Timofey",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"MONYA, Sergey",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"PONKRASHOV, Anton",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"FRIDZON, Vitaliy",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"KHVOSTOV, Dmitry",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"KHRYAPA, Victor",RUS,Men,basketball,M,Bronze
London,2012,Basketball,Basketball,"SHVED, Alexey",RUS,Men,basketball,M,Bronze
London,2012,Wrestling,Wrestling Free.,"TSARGUSH, Denis",RUS,Men,68 - 74kg (welterweight),M,Bronze
London,2012,Wrestling,Wrestling Gre-R,"KURAMAGOMEDOV, Zaur",RUS,Men,- 60kg (featherweight),M,Bronze
London,2012,Badminton,Badminton,"VISLOVA, Nina",RUS,Women,doubles,W,Bronze
London,2012,Badminton,Badminton,"SOROKINA, Valeria",RUS,Women,doubles,W,Bronze
London,2012,Boxing,Boxing,"ALOIAN, Misha",RUS,Men,- 47.63kg (flyweight),M,Bronze
London,2012,Boxing,Boxing,"ZAMKOVOY, Andrey",RUS,Men,61.24 - 65.77kg (welterweight),M,Bronze
London,2012,Aquatics,Swimming,"GRECHIN, Andrey",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Taekwondo,Taekwondo,"BARYSHNIKOVA, Anastasia",RUS,Women,+ 67 kg,W,Bronze
London,2012,Taekwondo,Taekwondo,"DENISENKO, Alexey",RUS,Men,- 58 kg,M,Bronze
London,2012,Wrestling,Wrestling Gre-R,"SEMENOV, Mingiyan",RUS,Men,- 55kg,M,Bronze
London,2012,Athletics,Athletics,"POISTOGOVA, Ekaterina",RUS,Women,800m,W,Bronze
London,2012,Athletics,Athletics,"ISINBAYEVA, Yelena",RUS,Women,pole vault,W,Bronze
London,2012,Athletics,Athletics,"SHKOLINA, Svetlana",RUS,Women,high jump,W,Bronze
London,2012,Boxing,Boxing,"AYRAPETYAN, David",RUS,Men,- 48kg (light-flyweight),M,Bronze
London,2012,Tennis,Tennis,"KIRILENKO, Maria",RUS,Women,doubles,W,Bronze
London,2012,Tennis,Tennis,"PETROVA, Nadia",RUS,Women,doubles,W,Bronze
London,2012,Aquatics,Swimming,"IZOTOV, Danila",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Aquatics,Swimming,"LAGUNOV, Evgeny",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Aquatics,Swimming,"LOBINTSEV, Nikita",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Aquatics,Swimming,"FESIKOV, Sergei",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Aquatics,Swimming,"EFIMOVA, Iuliia",RUS,Women,200m breaststroke,W,Bronze
London,2012,Aquatics,Swimming,"MOROZOV, Vladimir",RUS,Men,4x100m freestyle relay,M,Bronze
London,2012,Athletics,Athletics,"CHERNOVA, Tatyana",RUS,Unknown,heptathlon,X,Bronze
London,2012,Athletics,Athletics,"PETROVA, ARKHIPOVA Tatyana",RUS,Women,marathon,W,Bronze
London,2012,Weightlifting,Weightlifting,"ALBEGOV, Ruslan",RUS,Men,+ 105kg,M,Bronze
London,2012,Cycling,Cycling Road,"KRISTOFF, Alexander",NOR,Men,individual road race,M,Bronze
London,2012,Equestrian,Dressage,"GAL, Edward",NED,Unknown,team,X,Bronze
London,2012,Equestrian,Dressage,"VAN, GRUNSVEN Anky",NED,Unknown,team,X,Bronze
London,2012,Rowing,Rowing,"HAIGH, Juliette",NZL,Women,pair-oared shell with coxswain (2+),W,Bronze
London,2012,Rowing,Rowing,"SCOWN, Rebecca",NZL,Women,pair-oared shell with coxswain (2+),W,Bronze
London,2012,Cycling,Cycling Track,"BEWLEY, Sam",NZL,Men,"1980 yards Pursuit, Team",M,Bronze
London,2012,Cycling,Cycling Track,"GATE, Aaron",NZL,Men,"1980 yards Pursuit, Team",M,Bronze
London,2012,Cycling,Cycling Track,"GOUGH, Westley",NZL,Men,"1980 yards Pursuit, Team",M,Bronze
London,2012,Cycling,Cycling Track,"RYAN, Marc",NZL,Men,"1980 yards Pursuit, Team",M,Bronze
London,2012,Cycling,Cycling Track,"SERGENT, Jesse",NZL,Men,"1980 yards Pursuit, Team",M,Bronze
London,2012,Cycling,Cycling Track,"VAN VELTHOOVEN, Simon",NZL,Men,Keirin,M,Bronze
London,2012,Equestrian,Eventing,"NICHOLSON, Andrew",NZL,Unknown,team,X,Bronze
London,2012,Equestrian,Eventing,"PAGET, Jonathan",NZL,Unknown,team,X,Bronze
London,2012,Equestrian,Eventing,"POWELL, Caroline",NZL,Unknown,team,X,Bronze
London,2012,Equestrian,Eventing,"RICHARDS, Jonelle",NZL,Unknown,team,X,Bronze
London,2012,Equestrian,Eventing,"TODD, Mark",NZL,Unknown,team,X,Bronze
London,2012,Sailing,Sailing,"MIARCZYNSKI, Przemyslaw",POL,Men,RS:X - Windsurfer,M,Bronze
London,2012,Sailing,Sailing,"NOCETI,-KLEPACKA Zofia",POL,Women,RS:X - Windsurfer,W,Bronze
London,2012,Rowing,Rowing,"TAYLOR, Peter",NZL,Men,lightweight double sculls (2x),M,Bronze
London,2012,Rowing,Rowing,"URU, Storm",NZL,Men,lightweight double sculls (2x),M,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"MIKOLAJCZYK, Beata",POL,Women,K-2 500m (kayak double),W,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"NAJA, Karolina",POL,Women,K-2 500m (kayak double),W,Bronze
London,2012,Rowing,Rowing,"MICHALSKA, Julia",POL,Women,double sculls (2x),W,Bronze
London,2012,Rowing,Rowing,"FULARCZYK, Magdalena",POL,Women,double sculls (2x),W,Bronze
London,2012,Weightlifting,Weightlifting,"BONK, Bartlomiej Wojciech",POL,Men,+ 105kg,M,Bronze
London,2012,Wrestling,Wrestling Gre-R,"JANIKOWSKI, Damian",POL,Men,74 - 84kg,M,Bronze
London,2012,Weightlifting,Weightlifting,"RYANG, Chun Hwa",PRK,Women,48kg,W,Bronze
London,2012,Wrestling,Wrestling Free.,"YANG, Kyong Il",PRK,Men,- 55kg,M,Bronze
London,2012,Weightlifting,Weightlifting,"MARTIN, Razvan Constantin",ROU,Men,69kg,M,Bronze
London,2012,Shooting,Shooting,"AL,-ATTIYAH Nasser",QAT,Men,skeet (125 targets),M,Bronze
London,2012,Athletics,Athletics,"BARSHIM, Mutaz Essa",QAT,Men,high jump,M,Bronze
London,2012,Athletics,Athletics,"CULSON, Javier",PUR,Men,400m hurdles,M,Bronze
London,2012,Athletics,Athletics,"KIPROTICH, Wilson Kipsang",KEN,Men,marathon,M,Bronze
London,2012,Athletics,Athletics,"KITUM, Timothy",KEN,Men,800m,M,Bronze
London,2012,Athletics,Athletics,"MUTAI, Abel Kiprop",KEN,Men,3000m steeplechase,M,Bronze
London,2012,Football,Football,"BAEK, Sungdong",KOR,Men,football,M,Bronze
London,2012,Football,Football,"HWANG, Seokho",KOR,Men,football,M,Bronze
London,2012,Football,Football,"JI, Dongwon",KOR,Men,football,M,Bronze
London,2012,Football,Football,"JUNG, Sungryong",KOR,Men,football,M,Bronze
London,2012,Football,Football,"JUNG, Wooyoung",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KI, Sungyueng",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KIM, Bokyung",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KIM, Changsoo",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KIM, Hyunsung",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KIM, Keehee",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KIM, Younggwon",KOR,Men,football,M,Bronze
London,2012,Football,Football,"KOO, Jacheol",KOR,Men,football,M,Bronze
London,2012,Football,Football,"LEE, Bumyoung",KOR,Men,football,M,Bronze
London,2012,Football,Football,"NAM, Taehee",KOR,Men,football,M,Bronze
London,2012,Football,Football,"OH, Jaesuk",KOR,Men,football,M,Bronze
London,2012,Football,Football,"PARK, Chuyoung",KOR,Men,football,M,Bronze
London,2012,Football,Football,"PARK, Jongwoo",KOR,Men,football,M,Bronze
London,2012,Football,Football,"YUN, Sukyoung",KOR,Men,football,M,Bronze
London,2012,Badminton,Badminton,"CHUNG, Jae Sung",KOR,Men,doubles,M,Bronze
London,2012,Badminton,Badminton,"LEE, Yong Dae",KOR,Men,doubles,M,Bronze
London,2012,Gymnastics,Artistic G.,"BULIMAR, Diana Laura",ROU,Women,"team, horizontal bar",W,Bronze
London,2012,Gymnastics,Artistic G.,"CHELARU, Diana Maria",ROU,Women,"team, horizontal bar",W,Bronze
London,2012,Gymnastics,Artistic G.,"IORDACHE, Larisa Andreea",ROU,Women,"team, horizontal bar",W,Bronze
London,2012,Athletics,Athletics,"LONGOSIWA, Thomas Pkemei",KEN,Men,5000m team,M,Bronze
London,2012,Aquatics,Swimming,"KATO, Yuka",JPN,Women,4x100m medley relay,W,Bronze
